title,publishedAt,category,views,likes,comments,duration,tags,country
How to Turn Your Apple Watch Gold,2015-04-24T22:50:01Z,19,9539020,173069,7100,PT2M49S,"['Apple Watch', 'Gold (Chemical Element)', 'Apple Inc. (Publisher)']",US
HUMAN FLYING DRONE,2016-12-20T13:02:24Z,22,11157304,402548,25260,PT4M13S,"['drone', 'drone racing', 'drone footage', 'drone fails', 'drone crash', 'drone fishing', 'dji', 'dji phantom', 'dji phantom pro', 'dji mavic', 'dji inspire', 'go pro drone', 'flying santa', 'snowboard drone', 'santa claus', 'human drone flight', 'human drone flying', 'how to fly', 'best drone', 'HUMAN FLYING DRONE', 'casey neistat', 'jesse wellens', 'huge drone', 'biggest drone']",US
INCREDIBLE LUFTHANSA FIRST CLASS REVIEW featuring WESLEY SNIPES,2017-06-26T18:22:35Z,22,25978976,405468,13914,PT7M34S,"['wesley snipes', ""white men can't jump"", '$21000 airplane seat', 'emerites first class', 'ethihad first class', 'american airlines', 'jetblue mint', 'business class', 'luftansa first class', 'luftansa business class', 'mkbhd', 'marques brownlee', 'karlie kloss']",US
Apple Vision Pro; READY PLAYER ONE,2023-06-08T20:41:20Z,22,844783,40463,2141,PT2M41S,[],US
QATAR AIRWAYS A350 BUSINESS CLASS REVIEW; INCREDIBLE,2017-10-09T15:04:37Z,22,14914553,261750,10495,PT7M27S,"['Etihad A380 The Residence Complete Flight Review', 'THE $21000 FIRST CLASS AIRPLANE SEAT', 'first class', 'business class', 'qatar airways', 'qatar airlines', 'etihad', 'emirates', 'bed', 'shower', 'casey neistat', 'best business class', 'best airplane food', 'push ups on airplane']",US
Casey Neistat's Wildly Functional Studio,2013-10-03T19:22:39Z,28,6016340,124204,3450,PT16M38S,"['Casey Neistat (Film Producer)', 'Studio (Art Subject)', 'neistat brothers', 'Manhattan (City/Town/Village)', 'Gizmodo (Website)', 'Electronics (Field Of Study)']",US
NYC; The Worst Air Quality on the Planet,2023-06-07T23:03:41Z,22,3211664,110764,8201,PT4M7S,[],US
MY LiFE iN LA,2019-10-08T14:30:06Z,22,3538004,206762,13771,PT9M23S,[],US
Model X is all messed up,2019-12-05T14:00:00Z,22,1505314,51177,2217,PT5M52S,[],US
"Inside of a $27,000 Gaming PC",2023-11-24T01:05:08Z,28,2640290,98511,2089,PT37S,[],CA
EXPOSING DEADMAU5's STUDIO - *SPOILER* He's a huge Geek!,2017-07-06T19:01:26Z,28,7649695,300682,12879,PT10M52S,"['deadmau5', 'studio', 'tour', 'music', 'production', 'electronic', 'insane', 'house', 'supercar', 'super', 'car', 'mouse', 'head']",CA
Xbox Series X vs Series S,2020-11-15T18:00:46Z,28,4122723,108281,8468,PT11M45S,"['xbox', 'series x', 'series s', 'comparison', 'tested', 'ps5', ""assassin's creed valhalla"", 'next gen', 'consoles']",CA
Why CPU GHz Doesn’t Matter!,2021-09-27T17:00:04Z,28,3154021,116575,4282,PT10M25S,"['CPU', 'GHz', 'AMD', 'Intel', 'IPC', 'Instructions per clock', 'Instructions per cycle', 'Clock speed', 'Processor', '5600x', '3600xt']",CA
I’m Legally Obligated to Disclose This - Framework investment,2021-09-15T19:50:58Z,28,3191537,205526,10805,PT15M59S,"['Framework', 'Laptop', 'Notebook', 'Review', 'Investment', 'Disclosure', 'Financial', 'Money', '$225000', 'Expensive', 'Business', 'Operations', 'Modular', 'Enviromental', 'Performance', 'BOM', 'Bill of Material', 'lttstore.com']",CA
A $100 mouse you hold like THIS?? - Logitech MX Vertical Review,2018-10-22T20:03:43Z,28,3334147,75538,4734,PT8M18S,"['mouse', 'ergonomic', 'gaming', 'mx', 'logitech', 'logi', 'scroll', 'vertical', 'trackball', 'rsi', 'carpel', 'tunnel', 'strain', 'repetetitive', 'injury', 'stress', 'usb c', 'wireless', 'flow']",CA
This Product Aged Like Fine Milk - Gigabyte 3D Galaxy II Retro Watercooling Kit,2021-12-02T18:36:59Z,28,3489355,106864,4804,PT21M37S,"['watercooling', '3d galaxy 2 watercooling', 'retro watercooling kit ltt', '2005 watercooling kit', '90s watercooling']",CA
Our data is GONE... Again - Petabyte Project Recovery Part 1,2022-01-29T17:18:28Z,28,2575624,120516,8226,PT11M55S,"['lost data', 'corrupted data', 'storage array failure', 'we lost data', 'hard drives', 'seagate', '45drives', 'server', 'computer', 'amd', 'nvidia', 'intel', 'petabyte project', 'delta server', '1pb of data']",CA
I Spent a THOUSAND Dollars on HDMI Cables.. for Science,2021-11-08T18:00:05Z,28,3058381,126481,8403,PT14M53S,"['hdmi', 'cable tester', '48gbps', 'bandwidth', 'audiophile', 'snake oil', 'quality', 'durability', 'cable', 'sheathing', 'gaming', '2.1', 'hdmi 2.1', 'amazon', 'insignia', 'best buy', 'monoprice', 'connector', 'test', 'testing', 'rating', 'tier list']",CA
A COMPLETELY Upgradeable Laptop?  - Framework Laptop Review,2021-07-26T17:11:13Z,28,5964019,277275,18654,PT18M46S,"['Framework', 'Laptop', 'Right to Repair']",CA
How do I choose? - PS5 vs Xbox Series X,2020-11-28T18:02:41Z,28,1876615,66085,7812,PT7M8S,"['playstation 5', 'ps5', 'sony', 'microsoft', 'xbox', 'series x', 'series s', 'comparison', 'which', 'best', 'buy', 'value', 'better', 'console', 'next gen', 'next-gen', 'war', 'spiderman', 'dirt 5', 'valhalla']",CA
Why is EVERYONE Buying This Gaming Case? - Corsair 4000D Airflow,2022-06-30T17:29:11Z,28,2603861,74832,4440,PT9M27S,"['corsair', 'corsair 4000x', 'corsair 5000x', 'corsair 5000d', 'cheap case review', 'why is everyone buying this corsair case', 'why is everyone buying this case', 'corsair 4000d airflow']",CA
Oh no... My Dad Needs a Tablet - The BEST Budget Tablets Early 2022,2022-03-01T18:13:38Z,28,3335463,122665,5758,PT10M12S,"['Budget tablet', 'Tablet', 'ipad', 'Ipad alternative', 'Cheap ipad', 'best ipad', 'best tablet', 'android', 'ios', 'iPadOS', 'ipados', 'iOS', 'apple', 'Samsung', 'Samsung tablet', 'Galaxy tab', 'cheap tablet', 'walmart', 'amazon', 'fire tab 10 hd', 'fire tablet', '10 inch tablet']",CA
I Stand by What I Said. Samsung G9 Non-Sponsored Review,2020-07-28T16:15:51Z,28,2925270,83732,4308,PT8M13S,"['samsung', 'g9', 'odyssey', 'g7', '49', '32:9', 'LC49G95TSSNXZA', 'LC49G95T', '240hz', 'high refresh rate', 'va', '1000r', 'curved', 'gaming', 'monitor', 'display', 'review', 'unboxing']",CA
How did Microsoft screw this up? - Surface Pro X (SQ2) vs M1 Macbook Air,2021-01-05T18:05:33Z,28,2772651,95313,5944,PT10M56S,"['Apple', 'M1', 'Macbook', 'Macbook Air', 'M1 Macbook Air', 'Surface Pro X', 'Microsoft', 'Arm', 'Windows on Arm', 'macOS', 'macOS Arm', 'apps', 'x86', 'emulation', '32 bit', '64 bit', 'arm64', 'native', 'SQ2', 'Microsoft SQ2', 'Qualcomm', 'chip']",CA
I Have the Power of the Sun - New House Solar Install,2022-03-20T17:07:53Z,28,2323883,93277,4998,PT14M29S,"['solar energy install at my new house', 'solar at my new house', 'dualsun', 'hybrid solar panels', 'solar water heating', 'solar cooling', 'energy efficiency']",CA
I was FORCED to buy a Chromebook….,2022-01-17T17:56:03Z,28,4861562,149621,8934,PT13M5S,"['chromebook', 'linux', 'gaming', 'son', 'kid', 'child', 'school', 'buying a chromebook', 'shopping for a chromebook', 'for a student', 'for your kids', 'which chromebook should i buy?', 'how to buy a chromebook']",CA
The Fatal Flaw in HP's Omen 45L broke me,2022-01-15T17:59:59Z,28,1803949,68489,3059,PT12M5S,"['hp', 'omen', '45l', 'prebuilt', 'oem', 'si', 'system integrator', 'gaming', 'pc', 'tower', 'cooler master', 'cooler', 'chamber', 'cryo chamber', 'AIO', 'liquid cooling', 'RGB', 'core i9', '12900K', 'Alder Lake', 'RTX 3090', 'GeForce', 'Intel', 'Nvidia', 'HyperX', 'review', 'performance', 'benchmarks']",CA
Can static KILL your PC? (ft. Electroboom),2020-12-22T18:00:20Z,28,6061587,347891,18650,PT20M57S,"['ElectroBOOM', 'ESD', 'linus', 'shock', 'Static', 'Charge', 'Electricity', 'Electrical', 'Discharge', 'RAM', 'gaming', 'pain', 'shocked', 'zapped', 'lightning', 'charged', 'crossover', 'eyebrow', 'unibrow', 'lttstore', 'mehdi', 'freegeek']",CA
I Spent $1100 on DisplayPort Cables… for Science!,2022-01-22T18:00:05Z,28,1645325,66969,2547,PT11M22S,"['hdmi', 'displayport', 'cable', 'testing', 'cable tester', 'Total Phase', 'totalphase', 'eye diagram', 'uhbr', 'bit rate', 'continuity']",CA
Is Buying More RAM a WASTE for Gamers? (2022),2022-06-16T17:00:13Z,28,2132643,85194,6247,PT9M28S,"['ram', 'crucial', 'test', 'gaming', 'video games', 'ltt', 'linus tech tips', 'build', 'pc', 'computer', 'RAM', 'memory']",CA
Why is this PCIe Card RADIOACTIVE?,2021-08-24T17:08:18Z,28,2152753,102552,3719,PT14M12S,"['Time Card', 'Atomic Clock', 'PTP', 'NTP', 'Open Compute Project']",CA
"We Finally Did it Properly - ""Linux"" Whonnock Upgrade",2021-10-24T16:48:09Z,28,3759599,111308,5437,PT21M7S,"['linux whonnock', 'truenas whonnock', 'linus video editing server', 'linux', 'freebsd', 'truenas']",CA
Finally Revealing my BIG SECRET - Corning Optical Thunderbolt 3,2021-06-06T17:00:01Z,28,1611454,79245,3398,PT14M20S,"['corning', 'fiber', 'fibre', 'om3', 'om2', 'multimode', 'single mode', 'multi mode', 'glass', 'optical', 'thunderbolt', 'thunderbolt 3', 'thunderbolt 2', 'light', 'knotty', 'egpu', 'gaming', 'gaming box']",CA
Smartifying My 25+ Year Old Garage - Z-Wave Garage Door Opener,2022-06-04T16:59:45Z,28,1667347,65207,2515,PT16M47S,"['Chamberlain', 'Garage', 'Garage Door', 'Smart House', 'Garage Door Opener', 'Jake', 'Dan', 'Tech House', 'New House', 'LTT', 'Linus']",CA
PlayStation 5 Review - A Fanboy's Perspective,2020-12-06T18:00:05Z,28,2735649,103282,6746,PT17M35S,"['playstation 5', 'xbox series x', 'ps5', 'all digital', 'series s', 'nezt gen', 'console', 'gaming', 'hdmi 2.1', 'oled', 'demon souls']",CA
Water Cooling a TI-84 Graphing Calculator!,2020-05-27T19:10:24Z,28,3687117,145982,7815,PT12M44S,"['Water Cooling', 'TI-84', 'TI-83']",CA
"This Just Saved me $100,000 - Totalphase Cable Tester",2021-10-14T17:00:06Z,28,2851872,109269,9516,PT12M34S,"['cable', 'hdmi', 'displayport', '1.4', '2.1', '2.0', '1.2', 'usb', 'usbc', 'lightning', 'gigabit', 'high definition', 'bitrate', 'testing', 'total phase', 'oscilloscope', 'electrical', 'signal', 'eye diagram', 'signals']",CA
We called out Tech Ingredients and they DELIVERED,2021-11-01T17:00:11Z,28,1351752,50757,1742,PT10M54S,"['tech ingredients', 'tim', 'thermal paste', 'cooling', 'paste', 'compound', 'thermal', 'testing', 'temperature', 'blender', 'nt-h2', 'icy diamond', 'ic diamond']",CA
Why didn’t AMD announce this new GPU? - Radeon RX 6600,2021-10-13T12:59:59Z,28,1900769,67787,3542,PT9M20S,"['amd', 'radeon', 'gpu', 'graphics', 'video', 'card', 'pci-e', 'pci express', 'pc', 'gaming', 'productivity', 'workstation', 'performance', 'midrange', 'ray tracing', 'rasterization', '1080p', 'navi', 'navi 23', 'rdna2', 'rdna', 'nvidia', 'geforce', 'rtx', 'ampere', 'rx 6600']",CA
How Tiny Can a Black Hole Be? #shorts #kurzgesagt,2023-05-11T14:00:15Z,27,5845584,422774,7024,PT55S,"['kurzgesagt', 'kurzgesagt in a nutshell', 'in a nutshell', 'space', 'black hole', 'astronomy', 'nasa', 'astrophysics']",DE
Magnetic Pole Shift - A Doomsday Scenario? #shorts #kurzgesagt,2023-05-18T14:00:20Z,27,4764670,346244,3004,PT59S,"['kurzgesagt', 'in a nutshell', 'earth', 'magnetic field', 'magnetic pole shift', 'magnetic pole flip', 'space', 'geology', 'science', 'outerspace', 'doomsday', 'doomsday scenario', 'astrophysics', 'astronomy']",DE
Earth as a Cube – What Would It Look Like? #shorts #kurzgesagt,2023-06-01T14:00:11Z,27,8441708,542373,6794,PT58S,"['In a nutshell', 'kurzgesagt', 'kurzgesagt in a nutshell', 'science', 'physics', 'space facts', 'space', 'how stuff works', 'solarsystem', 'earth', 'cube earth', 'science facts', 'science fiction', 'planet earth', 'science theories', 'Minecraft', 'Minecraft shorts']",DE
Are Your Friends More Popular than You? #shorts #kurzgesagt,2023-06-29T14:00:31Z,27,1891289,145800,1559,PT51S,"['kurzgesagt', 'in a nutshell', 'science', 'humanity', 'spacenerds', 'friendship paradox', ""dunbar's number"", 'friends', 'frienship', 'psychology']",DE
What Happens if Earth Suddenly Stops Rotating? #kurzgesagt #shorts,2023-07-13T14:00:34Z,27,2835403,224966,2129,PT58S,[],DE
The Ultimate Fight: Tardigrade vs. Bird #shorts #kurzgesagt,2023-05-14T14:00:26Z,27,3271783,210840,1485,PT59S,"['kurzgesagt', 'kurzgesagt - in a nutshell', 'in a nutshell', 'inanutshell', 'biology', 'tardigrade', 'tardigrades', 'fight', 'microbiology', 'experiment']",DE
How to Cut a Sandwich Perfectly – With Science #shorts #kurzgesagt,2023-05-25T14:00:28Z,27,7427933,437607,4134,PT53S,"['kurzgesagt', 'In a nutshell', 'kurzgesagt in a nutshell', 'science', 'mathclass', 'learn math', 'math', 'maths', 'funfacts to know', 'mathematics', 'youtube math', 'ham sandwich theorem', 'ham sandwich']",DE
Why Does Humanity Exist NOW? #shorts #kurzgesagt,2023-06-15T14:06:52Z,27,2566152,228783,3263,PT52S,"['kurzgesagt', 'in a nutshell', 'space', 'science', 'outerspace', 'aliens', 'grabby aliens', 'humanity', 'spaceexploration', 'spacenerds', 'alien life', 'extraterrestrial life']",DE
Let's Make Earth Twice as Large! #shorts #kurzgesagt,2023-06-22T14:00:21Z,27,5416020,394757,7343,PT1M,"['kurzgesagt', 'in a nutshell', 'space', 'science', 'outerspace', 'humanity', 'spaceexploration', 'spacenerds', 'Earth', 'What if']",DE
Why Is the Ocean Salty and Rivers Are Not? #shorts #kurzgesagt,2023-05-04T16:27:19Z,27,5288400,419503,3330,PT1M,"['kurzgesagt', 'in a nutshell', 'why', 'nature', 'science', 'ocean', 'learning']",DE
What If You’re in Space without a Spacesuit? #kurzgesagt #shorts,2023-07-20T14:00:03Z,27,2542491,180907,2003,PT55S,"['kurzgesagt_discover', 'inanutshell', 'science', 'space', 'milkyway', 'solarsystem', 'moon', 'theory', 'spacefacts', 'kurzgesagt', 'learning', 'in a nutshell']",DE
How do Lasers Work? #shorts #kurzgesagt,2023-06-08T14:00:16Z,27,5437932,411874,2121,PT1M,"['science', 'kurzgesagt', 'kurzgesagt - in a nutshell', 'lasers', 'how does this work?', 'physics', 'laser', 'science education', 'laser beam', 'particlephysics']",DE
How Big is the Moon? MM#1,2014-05-05T10:59:23Z,27,2413403,37510,1354,PT1M40S,"['Moon', 'the moon', 'to the moon', 'space', 'earth', 'mars', 'moons', 'universe', 'solar system', 'astronomy', 'jupiter', 'neptune', 'pluto', 'Ganymede', 'galaxy', 'the sun', 'io', 'ISS', 'Spacecraft', 'Satellite', 'size', 'funny', 'esa', 'nasa', 'mount everest', 'science', 'education', 'kurzgesagt', 'Milky Way (Galaxy)']",DE
The Most Efficient Way to Destroy the Universe – False Vacuum,2016-10-21T12:56:37Z,27,15845887,431048,18168,PT5M59S,"['vacuum decay', 'false vacuum', 'physics', 'quantum physics', 'the universe', 'earth', 'humanity', 'end of the universe', 'time', 'funny', 'higgs field', 'field', 'quantum mechanics', 'kurzgesagt', 'in a nutshell', 'science', 'education']",DE
The Last Light Before Eternal Darkness – White Dwarfs & Black Dwarfs,2017-05-04T12:17:32Z,27,14953433,352088,19075,PT6M29S,"['white dwarf', 'black dwarf', 'star', 'universe', 'space', 'family friendly', 'stars', 'earth', 'humans', 'humanity', 'space exploration', 'exoplanets', 'funny', 'animation']",DE
Aliens under the Ice – Life on Rogue Planets,2018-12-27T13:30:00Z,27,13648577,350764,11416,PT8M25S,"['Rogue Planet', 'Rogue Planets', 'Alien', 'Alien Life', 'Alien Life Form', 'Universe', 'Space', 'Space Travel', 'Sub-Brown Dwarfs', 'Star', 'Interstellar', 'Terrestrial Planets', 'Proto Planet', 'Earth', 'Core', 'Water', 'Life', 'Bacteria', 'Solar System', 'Geothermal', 'Moon', 'Tidal', 'Tidal Force', 'Fish', 'Deep Sea', 'Ocean', 'Gamma Ray Bursts', 'Asteroid', 'Asteroids', 'Consciousness', 'Oort Cloud']",DE
The Fermi Paradox — Where Are All The Aliens? (1/2),2015-05-06T12:55:55Z,27,33493831,726459,43285,PT6M21S,"['Fermi paradox', 'Enrico Fermi (Academic)', 'Physics (Field Of Study)', 'aliens', 'death', 'Ufo', 'Space', 'Alien', 'space ship', 'Planet', 'Predator', 'science', 'science fiction', 'solution', 'great filter', 'documentary', 'war', 'stars', 'universe', 'tape', 'genesis', 'destruction', 'god', 'Kardashev scale', 'set', 'debate', 'definition', 'solved', 'sun', 'interstellar', 'galaxy', 'mars', 'earth', 'facts', 'wait but why', 'firefly', 'doctor who', 'masters of orion', 'Milky Way (Galaxy)', 'star gate', 'borg', 'star wars', 'Star trek', 'Vsauce', 'infographic', 'animation', 'kurzgesagt', 'in a nutshell']",DE
What Happens If We Bring the Sun to Earth?,2017-09-07T12:30:00Z,27,12170920,275929,11428,PT5M55S,"['Sun', 'earth', 'space', 'universe']",DE
String Theory Explained – What is The True Nature of Reality?,2018-03-01T13:30:51Z,27,23621163,670215,22685,PT8M,"['string theory', 'string theory explained', 'string', 'strings', 'quarks', 'particle', 'point particle', 'quantum physics', 'quantum field theory', 'leptons', 'bosons', 'photon', 'gluon', 'electromagnetic', 'gravity', 'spacetime', 'elementary particles', 'Heisenberg uncertainty principle', 'quantum solvent', 'hadron therapy', 'maglev train', 'theory of everything', 'true nature of the universe', 'animation', 'kurzgesagt']",DE
The Deadliest Being on Planet Earth – The Bacteriophage,2018-05-13T12:00:22Z,27,32490471,786664,52830,PT7M9S,"['bacteriophage', 'phage', 'endolysin', 'phage therapy', 'therapy', 'medicine', 'antibiotics', 'antibiotic', 'resistence', 'antibiotic resistance', 'survival', 'healing', 'bacteria', 'satire', 'education', 'human progress', 'animation', 'kurzgesagt', 'in a nutshell']",DE
How to Move the Sun: Stellar Engines,2019-12-22T13:30:06Z,27,17374262,555348,31709,PT9M,"['Stellar Engine', 'Stellar Engines', 'Shkadov Truster', 'Solarsystem', 'Universe', 'Supernova', 'Star', 'Red Dwarf', 'Dyson Sphere', 'Planet', 'Planets', 'Gravity', 'Sun', 'Rocket', 'Photon', 'Radiation', 'Aluminum foil', 'Parabola', 'Sun Orbit', 'Pole', 'light year', 'space', 'space travel', 'Hydrogen', 'Helium', 'fuel', 'rocket', 'Fusion', 'Fusion Energy', 'Caplan Thruster', 'Galaxy']",DE
The Most Dangerous Stuff in the Universe - Strange Stars Explained,2019-04-14T12:30:02Z,27,21449325,494930,21853,PT8M28S,"['Strange Stars', 'Quark Stars', 'Neutron Stars', 'Black Hole', 'Strange Matter', 'Strange Quarks', 'Strangelet', 'Dark Matter', 'Big Bang', 'Universe', 'Space', 'Solarsystem', 'Supernova', 'Star', 'Sun', 'Elektron', 'Proton', 'Neutron', 'Gravity', 'Quark', 'Quarks', 'Atoms', 'Atom', 'Nucleus', 'Gluon', 'Up Quark', 'Down Quark', 'Deconfinement', 'Core', 'Quark Matter', 'Dense', 'Density', 'Galaxy']",DE
The Most Gruesome Parasites – Neglected Tropical Diseases – NTDs,2016-11-30T13:36:44Z,27,12740404,363445,13455,PT5M43S,"['ntd', 'ntds', 'neglected tropical disease', 'disease', 'ebola', 'pharma', 'funny', '60s horror movies', 'parasite']",DE
What if there was a black hole in your pocket?,2015-07-16T13:21:45Z,27,15109042,297275,14727,PT3M38S,"['black hole', 'destruction', 'gravity', 'what if', 'black hole sun', 'universe', 'sun', 'planet', 'facts', 'Space', 'milky way', 'center', 'wormhole', 'eating a star', 'forming', 'explained', 'collision', 'creation', 'consuming', 'cosmos', '2015', 'destroying', 'star', 'eats', 'event horizon', 'schwarzschild radius', 'experiment', 'footage', 'after effects', 'interstellar', 'killing', 'mass', 'paradox', 'quasar', 'simulation', 'time travel', 'stephen hawking', 'theory', 'vs', 'weapon', 'funny', 'supermassive', 'documentary', 'earth', 'flat design', 'infographic', 'animation', 'kurzgesagt', 'in a nutshell']",DE
Unlimited Resources From Space – Asteroid Mining,2020-08-16T12:29:23Z,27,10103923,406359,29484,PT7M56S,"['Asteroid', 'asteroid mining', 'mining', 'mining in space', 'computer', 'smartphone', 'rare metals', 'resources', 'precious metal', 'precious metals', 'terbium', 'neodymium', 'tantalum', 'open pit mining', 'coal', 'cyanide', 'sulfuric acid', 'chlorine', 'fracking', 'biodiversity', 'dirty', 'clean', 'Metal', 'gold', 'platinum', 'nickel', 'iron', '(4) Vesta', '(16) psyche', 'asteroid belt', 'Kuiper belt', 'space travel', 'electric spaceships', 'electric propulsion', 'fuel', 'rocket', 'rocket launch', 'probe']",DE
The Fermi Paradox II — Solutions and Ideas – Where Are All The Aliens?,2015-06-04T12:42:46Z,27,16463682,387805,19592,PT6M17S,"['Fermi paradox', 'aliens', 'earth', 'death', 'space', 'space ship', 'science', 'science fiction', 'solutions', 'filter', 'Ufo', 'great filter', 'documentary', 'Matrioshka brain', 'annihilation', 'war', 'stars', 'virtual reality', 'universe', 'exist', 'Drake equation', 'reaper', 'exoplanet', 'life', 'genesis', 'ftl', 'squirrel', 'grey goo', 'destruction', 'god', 'Kardashev scale', 'explained', 'set', 'solved', 'interstellar', 'galaxy', 'mars', 'planet', 'facts', 'firefly', 'doctor who', 'masters of orion', 'star gate', 'borg', 'star wars', 'Star trek', 'animation', 'kurzgesagt', 'in a nutshell']",DE
What Happens If We Throw an Elephant From a Skyscraper? Life & Size 1,2017-08-10T12:07:40Z,27,17894550,444556,18833,PT6M40S,"['life', 'size', 'living being', 'elephant', 'mouse', 'splash', 'funny', 'physics']",DE
What If You Detonated a Nuclear Bomb In The Marianas Trench? (Science not Fantasy),2018-07-22T12:30:03Z,27,33465638,698960,29515,PT6M3S,"['nuke', 'mariana trench', 'marianas trench', 'nuclear bomb', 'detonate', 'detonated', 'what happens', 'what happened', 'pressure', 'tsar bomba', 'fat man', 'little boy', 'earthquake', 'tsunami', 'nuclear winter', 'tectonic plates', 'philippine plate', 'pacific plate', 'water pressure', 'crushed', 'animation', 'kurzgesagt', 'in a nutshell', 'If You Detonated a Nuclear Bomb In The Marianas Trench']",DE
Optimistic Nihilism,2017-07-26T12:16:28Z,27,16945749,935061,54893,PT6M10S,"['life', 'optimism', 'human', 'existence', 'existential', 'purpuse', 'meaning of life', 'forever', 'living', 'happy', 'funny', 'this world', 'love', 'universe']",DE
Fusion Power Explained – Future or Failure,2016-11-10T17:26:44Z,27,13969804,365526,16557,PT6M16S,"['fusion', 'fusion energy', 'physics', 'global energy', 'fusion power', 'iter', 'fuel', 'power', 'hydrogen', 'atom', 'plasma']",DE
Is There A Shortcut To Treating Tuberculosis? #science #scishow #tuberculosis #health,2023-12-06T20:00:10Z,27,63400,5005,111,PT43S,"['SciShow', 'science', 'Hank', 'Green', 'education', 'learn', 'complexly']",US
Why Salvia is One of the Strongest Psychedelics on Earth,2013-06-19T16:57:59Z,27,2884109,52483,7073,PT3M28S,"['hallucinogenic', 'Salvia Divinorum (Organism Classification)', 'Salvia plant', 'Salvia hallucinogen', 'hallucinogenic drugs', 'acid', 'lsd trips', 'strongest hallucinogenic drugs', 'acid trips', 'shaman', 'ayuhuasca', 'mushroom trip', 'drug plants', 'psychobillin', 'hallucinogenic plants', 'drugs', 'natural drugs', 'natural plant drugs', 'scishow plants', 'scishow drugs', 'scishow salvia', 'salvia psychedelic', 'psychedelic drugs', 'psychedelic plants']",US
Why There's a Straight Line Through Scotland,2021-08-05T21:42:54Z,27,2437940,68076,3129,PT3M,"['SciShow', 'science', 'Hank', 'Green', 'education', 'learn', 'scotland', 'uk', 'england', 'geography', 'fault line', 'earth quake', 'plate tectonics']",US
An Untouched Instrument: The Theramin Explained,2016-04-21T21:00:02Z,27,1384469,32190,1050,PT3M58S,"['An Untouched Instrument: The Theramin Explained', 'Leon Theremin', 'Etherphone', 'Electronic Music', 'Sound', 'Volume', 'Electricity', 'Vibration', 'Capacitor', 'Dielectric', 'Electric Current', 'Electrons', 'Frequency', 'Oscillate', 'Antenna', 'Heterodyning', 'Engineering', 'Physics', 'The Theremin Explained', 'what is a theramin', 'theremin', 'theramin', 'theremin demonstration', 'how to play the theremin', 'early music', 'early electronic music', 'theremin video', 'how does a theremin work', 'human capacitor', 'weird instrument', 'coolest instrument']",US
The 5 Most Dangerous Chemicals on Earth,2014-12-13T22:49:57Z,27,10887284,229992,11961,PT10M45S,"['SciShow', 'SciShow poison', 'SciShow chemicals', 'The 5 Most Dangerous Chemicals on Earth', 'deadliest toxins on earth', 'deadliest poisons on earth', 'most dangerous chemicals', 'most toxic gases', 'most toxic chemicals', 'deadly plants', 'deadly venom', 'deadly animals', 'chemistry', 'chemicals', 'most dangerous', 'compounds', 'poisons', 'toxins', 'nazis', 'chlorine trifluoride', 'substance N', 'Azidoazide Azide', 'oxidizers', 'fluorinating agents', 'Dimethylcadmium', 'Thioacetone', 'Fluoroantimonic acid', 'hank green', 'science', 'Chemicals']",US
Why Does Your Stomach Make Noises? The Science of Rumbles & Grumbles,2015-05-05T21:01:59Z,27,1336995,20409,1547,PT1M50S,"['Scishow', 'SciShow stomach', 'SciShow hunger', 'hungry stomach', 'stomach rumbles', 'stomach gurgles', 'why does my stomach make noises', 'why does my stomach rumble', 'indigestion', 'stomach ache', 'stomach problems', 'stomach noises', 'how to quiet stomach', 'air', 'flatulence', 'farts', 'stomach', 'intestines', 'small intestine', 'large intestine']",US
Why the Weak Nuclear Force is Ruining Physics,2018-09-20T21:00:02Z,27,915014,33613,1964,PT6M46S,"['education', 'learn', 'weak force', 'electron', 'proton', 'neutron', 'parity symmetry', 'P symmetry', 'antimatter', 'matter', 'charge conjugation', 'C symmetry', 'CP symmetry', 'time-reversal symmetry', 't symmetry', 'anti-B0', 'B0 meson', 'CPT symmetry', 'particle physics', 'matter-antimatter asymmetry', 'Why the Weak Nuclear Force is Ruining Physics', 'what is weak force', 'weak force physics', 'weak force universe', 'space', 'weak force space', 'universe', 'outer space', 'force', 'the force', 'Hank Green', 'SciShow space', 'learn about space']",US
Will We Ever Finish the Periodic Table?,2016-08-25T21:00:03Z,27,1015342,28397,1502,PT3M41S,"['Michael Aranda', 'Will the Periodic Table Ever Be Complete?', 'islands of stability', 'elements', 'chemistry', 'physics', 'periodic table', 'Elliot Quincy Adams', 'atomic number', 'atomic weight', 'Richard Feynman', 'protons', 'neutrons', 'speed of light', 'nucleus', 'mass', 'Feynmanium', 'atoms', 'most massive', 'electrons', 'science history', 'Will We Ever Finish the Periodic Table?', 'periodic table of elements', 'how many elements on periodic table', 'how to learn periodic table', 'how to memorize periodic table', 'periodic table song']",US
How to Supercool Water: A SciShow Experiment,2014-11-10T23:16:21Z,27,869007,22360,1069,PT3M46S,"['supercooling', 'water', 'ice', 'experiment', 'freezer', 'bottle', 'fluids', 'temperature', 'freezing', 'nucleation sites', 'phases', 'matter', 'energy', 'sci show', 'science', 'hank green', 'michael aranda']",US
How Do Touchscreens Work?,2016-05-26T21:22:49Z,27,1102259,29732,1158,PT3M30S,"['SciShow', 'science', 'Hank', 'Green', 'Michael Aranda', 'TouchScreen', 'Smartphones', 'resistive touchscreen', 'indium tin oxide', 'capacitive touchscreens', 'capacitance', 'patreon', 'technology', 'tech', 'screen']",US
